example_index,key,video_id,question,choices,task,correct_choice,pred112,pred224,acc112,acc224,gold_label,gate_column,gate_threshold,low_confidence_when,gate_fs,challenger_fs,default_gate_value,default_low_confidence,default_challenger_agree,fs224_gate_value,fs224_low_confidence,fs112_fs224_agree,verifier,decision,pred_label,verifier_choice,verifier_confidence,verifier_reason,min_fs112_verifier_confidence,fs112_confidence_fallback,fs112_confidence_fallback_reason,parse_error,default_fs,routed_fs,routed_acc,selective_oracle_fs,selective_oracle_acc,full_oracle_acc,source_112,source_224,raw_response
361,"{""choices"": ""[\""Rolls down the cliff and catches fire\"", \""Breaks down\"", \""Collides with another car\"", \""Gets driven away\""]"", ""correct_choice"": ""A"", ""question"": ""At the end of the video, what happens to the van?"", ""video_id"": ""1_plotQA/movie101_58""}",1_plotQA/movie101_58,"At the end of the video, what happens to the van?","[""Rolls down the cliff and catches fire"", ""Breaks down"", ""Collides with another car"", ""Gets driven away""]",plotQA,A,A,A,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.9877453842200339,False,True,0.9877453842200339,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
362,"{""choices"": ""[\""Drawing\"", \""Writing\"", \""Playing piano\"", \""Reading\""]"", ""correct_choice"": ""A"", ""question"": ""What is the little boy doing at the beginning of the video?"", ""video_id"": ""1_plotQA/movie101_58""}",1_plotQA/movie101_58,What is the little boy doing at the beginning of the video?,"[""Drawing"", ""Writing"", ""Playing piano"", ""Reading""]",plotQA,A,A,A,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.902294959872961,False,True,0.902294959872961,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
363,"{""choices"": ""[\""Pleased\"", \""Happy\"", \""Gets angry and ends the interview\"", \""Sad\""]"", ""correct_choice"": ""C"", ""question"": ""What is the man's reaction after the reporter asks several questions in a row?"", ""video_id"": ""1_plotQA/movie101_58""}",1_plotQA/movie101_58,What is the man's reaction after the reporter asks several questions in a row?,"[""Pleased"", ""Happy"", ""Gets angry and ends the interview"", ""Sad""]",plotQA,C,C,C,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.9790449319407344,False,True,0.9790449319407344,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
364,"{""choices"": ""[\""To get change\"", \""To ask a question\"", \""Robbery\"", \""To buy something\""]"", ""correct_choice"": ""C"", ""question"": ""Why are the two men in the video looking for a cabinet shop?"", ""video_id"": ""1_plotQA/movie101_59""}",1_plotQA/movie101_59,Why are the two men in the video looking for a cabinet shop?,"[""To get change"", ""To ask a question"", ""Robbery"", ""To buy something""]",plotQA,C,C,D,1.0,0.0,route_112,prob_margin,0.8,lt,224,112,0.1769452691078186,True,False,0.1769452691078186,True,False,llm,llm_verifier_disagreement,route_112,X,0.93,"X has much stronger confidence across all features, especially margin and lower entropy.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.93,""reason"":""X has much stronger confidence across all features, especially margin and lower entropy.""}"
365,"{""choices"": ""[\""He wants to inflict violence on the people in the cabinet shop\"", \""He noticed a group of people chasing him\"", \""He found a dangerous beast\"", \""He realized there was a sudden fire in the cabinet shop\""]"", ""correct_choice"": ""A"", ""question"": ""Why does one of the men close the door after entering the cabinet shop in the video?"", ""video_id"": ""1_plotQA/movie101_59""}",1_plotQA/movie101_59,Why does one of the men close the door after entering the cabinet shop in the video?,"[""He wants to inflict violence on the people in the cabinet shop"", ""He noticed a group of people chasing him"", ""He found a dangerous beast"", ""He realized there was a sudden fire in the cabinet shop""]",plotQA,A,A,A,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.7054427415132523,True,True,0.7054427415132523,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
366,"{""choices"": ""[\""Because he got into a fight with someone\"", \""Another man accidentally cut the wrong person\"", \""Because he violated some agreement and was punished\"", \""He was retaliated against by others\""]"", ""correct_choice"": ""B"", ""question"": ""Why was the man's ear cut off in the video?"", ""video_id"": ""1_plotQA/movie101_59""}",1_plotQA/movie101_59,Why was the man's ear cut off in the video?,"[""Because he got into a fight with someone"", ""Another man accidentally cut the wrong person"", ""Because he violated some agreement and was punished"", ""He was retaliated against by others""]",plotQA,B,C,C,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.6108869761228561,True,True,0.6108869761228561,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
367,"{""choices"": ""[\""Morning\"", \""Dawn\"", \""Night\"", \""Evening\""]"", ""correct_choice"": ""C"", ""question"": ""Does the scene where several people are having a barbecue together take place during the day or at night?"", ""video_id"": ""1_plotQA/movie101_6""}",1_plotQA/movie101_6,Does the scene where several people are having a barbecue together take place during the day or at night?,"[""Morning"", ""Dawn"", ""Night"", ""Evening""]",plotQA,C,C,C,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.5532206594944,True,True,0.5532206594944,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
368,"{""choices"": ""[\""Wears glasses\"", \""Wears a hat\"", \""No\"", \""Wears gloves\""]"", ""correct_choice"": ""C"", ""question"": ""In the scene where the protagonist woman is shopping for clothes in a mall, does she wear glasses?"", ""video_id"": ""1_plotQA/movie101_6""}",1_plotQA/movie101_6,"In the scene where the protagonist woman is shopping for clothes in a mall, does she wear glasses?","[""Wears glasses"", ""Wears a hat"", ""No"", ""Wears gloves""]",plotQA,C,C,C,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.701304480433464,True,True,0.701304480433464,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
369,"{""choices"": ""[\""Green\"", \""Black\"", \""White\"", \""Yellow\""]"", ""correct_choice"": ""B"", ""question"": ""What color is the car the man drives in the video?"", ""video_id"": ""1_plotQA/movie101_6""}",1_plotQA/movie101_6,What color is the car the man drives in the video?,"[""Green"", ""Black"", ""White"", ""Yellow""]",plotQA,B,B,B,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.8886718861758709,False,True,0.8886718861758709,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
370,"{""choices"": ""[\""Red\"", \""Yellow\"", \""White\"", \""Green\""]"", ""correct_choice"": ""A"", ""question"": ""What color pants does the woman wear when walking the dog?"", ""video_id"": ""1_plotQA/movie101_6""}",1_plotQA/movie101_6,What color pants does the woman wear when walking the dog?,"[""Red"", ""Yellow"", ""White"", ""Green""]",plotQA,A,C,C,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.6647135615348816,True,True,0.6647135615348816,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
371,"{""choices"": ""[\""Fried dough stick\"", \""Chinese pancake\"", \""Tofu pudding\"", \""Steamed bun\""]"", ""correct_choice"": ""D"", ""question"": ""After the man and the child took a bath, what did they eat?"", ""video_id"": ""1_plotQA/movie101_60""}",1_plotQA/movie101_60,"After the man and the child took a bath, what did they eat?","[""Fried dough stick"", ""Chinese pancake"", ""Tofu pudding"", ""Steamed bun""]",plotQA,D,D,D,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.5783176422119141,True,True,0.5783176422119141,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
372,"{""choices"": ""[\""White\"", \""Black\"", \""Blue\"", \""Red\""]"", ""correct_choice"": ""A"", ""question"": ""What color is the car the woman used to pick up the child?"", ""video_id"": ""1_plotQA/movie101_60""}",1_plotQA/movie101_60,What color is the car the woman used to pick up the child?,"[""White"", ""Black"", ""Blue"", ""Red""]",plotQA,A,B,B,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.3059222400188446,True,True,0.3059222400188446,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
373,"{""choices"": ""[\""Pharmacy\"", \""Restaurant\"", \""Coffee shop\"", \""Pharmacy\""]"", ""correct_choice"": ""A"", ""question"": ""What kind of shop does the man run?"", ""video_id"": ""1_plotQA/movie101_60""}",1_plotQA/movie101_60,What kind of shop does the man run?,"[""Pharmacy"", ""Restaurant"", ""Coffee shop"", ""Pharmacy""]",plotQA,A,A,A,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.21298789978027344,True,True,0.21298789978027344,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
374,"{""choices"": ""[\""Indifferent\"", \""Sad\"", \""Joyful\"", \""Neutral\""]"", ""correct_choice"": ""A"", ""question"": ""What is the man's reaction upon seeing the woman in the video?"", ""video_id"": ""1_plotQA/movie101_61""}",1_plotQA/movie101_61,What is the man's reaction upon seeing the woman in the video?,"[""Indifferent"", ""Sad"", ""Joyful"", ""Neutral""]",plotQA,A,C,C,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.7016474157571793,True,True,0.7016474157571793,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
375,"{""choices"": ""[\""Photographer\"", \""Teacher\"", \""Doctor\"", \""Nanny\""]"", ""correct_choice"": ""A"", ""question"": ""What is the profession of the female protagonist in the video?"", ""video_id"": ""1_plotQA/movie101_61""}",1_plotQA/movie101_61,What is the profession of the female protagonist in the video?,"[""Photographer"", ""Teacher"", ""Doctor"", ""Nanny""]",plotQA,A,A,A,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.9333621095865965,False,True,0.9333621095865965,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
376,"{""choices"": ""[\""Because she is doing illegal work\"", \""Because she has a history of evading the police\"", \""Because she is being coerced by a villain\"", \""Because she is an undercover cop and doesn't want to blow her cover\""]"", ""correct_choice"": ""A"", ""question"": ""Why is the woman hiding from the police at the beginning of the video?"", ""video_id"": ""1_plotQA/movie101_61""}",1_plotQA/movie101_61,Why is the woman hiding from the police at the beginning of the video?,"[""Because she is doing illegal work"", ""Because she has a history of evading the police"", ""Because she is being coerced by a villain"", ""Because she is an undercover cop and doesn't want to blow her cover""]",plotQA,A,D,D,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.6455006748437881,True,True,0.6455006748437881,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
377,"{""choices"": ""[\""Blue\"", \""Green\"", \""Red\"", \""Yellow\""]"", ""correct_choice"": ""A"", ""question"": ""What color is the drink the bald man is having at the bar?"", ""video_id"": ""1_plotQA/movie101_62""}",1_plotQA/movie101_62,What color is the drink the bald man is having at the bar?,"[""Blue"", ""Green"", ""Red"", ""Yellow""]",plotQA,A,A,A,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.8886711709201336,False,True,0.8886711709201336,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
378,"{""choices"": ""[\""Surfs\"", \""Eats\"", \""Drinks\"", \""Plays games\""]"", ""correct_choice"": ""C"", ""question"": ""What does the blonde man do after chatting with the woman?"", ""video_id"": ""1_plotQA/movie101_62""}",1_plotQA/movie101_62,What does the blonde man do after chatting with the woman?,"[""Surfs"", ""Eats"", ""Drinks"", ""Plays games""]",plotQA,C,C,C,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.9870689087547362,False,True,0.9870689087547362,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
379,"{""choices"": ""[\""Eating\"", \""Taking a bath\"", \""Sleeping\"", \""Doing makeup\""]"", ""correct_choice"": ""B"", ""question"": ""What is the blonde woman doing when the bald man comes to find her?"", ""video_id"": ""1_plotQA/movie101_62""}",1_plotQA/movie101_62,What is the blonde woman doing when the bald man comes to find her?,"[""Eating"", ""Taking a bath"", ""Sleeping"", ""Doing makeup""]",plotQA,B,B,D,1.0,0.0,route_112,prob_margin,0.8,lt,224,112,0.058328092098236084,True,False,0.058328092098236084,True,False,llm,llm_verifier_disagreement,route_112,X,0.96,"X has much stronger confidence across all features, especially top1_prob and margin.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.96,""reason"":""X has much stronger confidence across all features, especially top1_prob and margin.""}"
380,"{""choices"": ""[\""Camel cart\"", \""Donkey cart\"", \""Horse carriage\"", \""Ox cart\""]"", ""correct_choice"": ""D"", ""question"": ""At the beginning of the video, what kind of vehicle is the man riding?"", ""video_id"": ""1_plotQA/movie101_63""}",1_plotQA/movie101_63,"At the beginning of the video, what kind of vehicle is the man riding?","[""Camel cart"", ""Donkey cart"", ""Horse carriage"", ""Ox cart""]",plotQA,D,C,A,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.15002569556236267,True,False,0.15002569556236267,True,False,llm,llm_verifier_disagreement,route_224,X,0.61,X has higher top1_prob and much larger margin; entropy is essentially tied.,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.61,""reason"":""X has higher top1_prob and much larger margin; entropy is essentially tied.""}"
381,"{""choices"": ""[\""Snake\"", \""Fish\"", \""Chicken\"", \""Duck\""]"", ""correct_choice"": ""C"", ""question"": ""What animal is lifted up at the end of the video?"", ""video_id"": ""1_plotQA/movie101_63""}",1_plotQA/movie101_63,What animal is lifted up at the end of the video?,"[""Snake"", ""Fish"", ""Chicken"", ""Duck""]",plotQA,C,C,A,1.0,0.0,route_112,prob_margin,0.8,lt,224,112,0.3359406292438507,True,False,0.3359406292438507,True,False,llm,llm_verifier_disagreement,route_112,X,0.89,"X has substantially higher top1_prob and margin, with lower entropy, indicating stronger confidence.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.89,""reason"":""X has substantially higher top1_prob and margin, with lower entropy, indicating stronger confidence.""}"
382,"{""choices"": ""[\""Suona\"", \""Trumpet\"", \""Bull horn\"", \""Flute\""]"", ""correct_choice"": ""C"", ""question"": ""What are the group of people in white blowing?"", ""video_id"": ""1_plotQA/movie101_63""}",1_plotQA/movie101_63,What are the group of people in white blowing?,"[""Suona"", ""Trumpet"", ""Bull horn"", ""Flute""]",plotQA,C,A,A,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.948683924973011,False,True,0.948683924973011,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
383,"{""choices"": ""[\""Joy\"", \""Crying\"", \""Anger\"", \""Neutral\""]"", ""correct_choice"": ""B"", ""question"": ""What is the girl's emotion in the elevator?"", ""video_id"": ""1_plotQA/movie101_64""}",1_plotQA/movie101_64,What is the girl's emotion in the elevator?,"[""Joy"", ""Crying"", ""Anger"", ""Neutral""]",plotQA,B,B,B,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.39824607968330383,True,True,0.39824607968330383,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
384,"{""choices"": ""[\""Porridge\"", \""Rice\"", \""Cake\"", \""Steamed bun\""]"", ""correct_choice"": ""D"", ""question"": ""What kind of food does the girl bring at the beginning of the movie?"", ""video_id"": ""1_plotQA/movie101_64""}",1_plotQA/movie101_64,What kind of food does the girl bring at the beginning of the movie?,"[""Porridge"", ""Rice"", ""Cake"", ""Steamed bun""]",plotQA,D,A,D,0.0,1.0,route_224,prob_margin,0.8,lt,224,112,0.15953999757766724,True,False,0.15953999757766724,True,False,llm,llm_verifier_disagreement,route_112,Y,0.95,"Y has much stronger confidence across all features, especially top1_prob and margin.",0.0,False,,,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.95,""reason"":""Y has much stronger confidence across all features, especially top1_prob and margin.""}"
